stars,comment
2.0 out of 5 stars,"







  
  
    I mean Honestly I don't really care because it's a Christmas gift to a 10 year old but still it's the principle 2 star just because false advertisement.
  
"
5.0 out of 5 stars,"







  
  
    Keep them coming.  THe boys love them so much.  Especially when there aren't to many duplicates.  THey are starting to learn how to trade them.
  
"
1.0 out of 5 stars,"







  
  
    packs were already opened, still got holos and rares but obviously its pre packed
  
"
2.0 out of 5 stars,"







  
  
    I was thinking I was going to get 3 different packs in each purchase instead I got 3 of the same packs in all 4 orders and they weren't even a pack from the picture
  
"
4.0 out of 5 stars,"







  
  
    my son was excited about his new cards.
  
"
5.0 out of 5 stars,"







  
  
    Son ripped into these with glee!
  
"
5.0 out of 5 stars,"







  
  
    Got a 4 dollar card from it and some other cool looking cards,  definitely will buy again soon!
  
"
5.0 out of 5 stars,"







  
  
    Purchased as a gift!
  
"
1.0 out of 5 stars,"







  
  
    Packs have been resealed and item cannot be returned. Funny how that works…
  
"
5.0 out of 5 stars,"







  
  
    It was late which was disappointing,  but a fun game now that I have it.
  
"
3.0 out of 5 stars,"







  
  
    Two of the three packs were duplicate. It would have been nice to get three different ones.
  
"
2.0 out of 5 stars,"







  
  
    The cards and the packages were as advertised, unfortunately after opening them most of them were all extremely low value which disappointed in my son.
  
"
5.0 out of 5 stars,"







  
  
    was a good deal
  
"
4.0 out of 5 stars,"







  
  
    Item came as described. Would buy from this buyer again.
  
"
5.0 out of 5 stars,"







  
  
    thank you
  
"
5.0 out of 5 stars,"







  
  
    Better than expected  two hidden fates packs
  
"
2.0 out of 5 stars,"







  
  
    I purchased 4 of these, so 12 total to open on my YT channel for a review to see if these cheap packs were worth it, and as you might guess, it's not. These packs were clearly weighed, every single one of them contained a non-holo regular rare card for it's rare one. Don't waste your money.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
1.0 out of 5 stars,"







  
  
    I only received one of three blister pack of Pokémon cards
  
"
2.0 out of 5 stars,"







  
  
    Took forever to arrive. I had to tell my 6 year old it was delayed 4 times. But once we finally got it. The cards were okay.
  
"
5.0 out of 5 stars,"







  
  
    Son loves these. Better than buying at the store. Cards are in perfect condition.
  
"
1.0 out of 5 stars,"







  
  
    Ass.
  
"
5.0 out of 5 stars,"







  
  
    Great packs!
  
"
5.0 out of 5 stars,"







  
  
    Sent to my grandson seems to love them good product
  
"
5.0 out of 5 stars,"







  
  
    Their great quality they got here in time .!
  
"
1.0 out of 5 stars,"







  
  
    I only got 2 pack and both were bad cards
  
"
5.0 out of 5 stars,"







  
  
    OK. The person who got it as a gift was happy.
  
"
5.0 out of 5 stars,"







  
  
    My grandson loves these things.
  
"
5.0 out of 5 stars,"







  
  
    Christmas present
  
"
5.0 out of 5 stars,"







  
  
    New sealed package
  
"
1.0 out of 5 stars,"







  
  
    SCAM. My son was very upset.
  
"
5.0 out of 5 stars,"







  
  
    Grandkids love them!
  
"
1.0 out of 5 stars,"







  
  
    Absolutely upset! I bought these as a gift and I received 2 of these opened !!! I can’t give these as a gift and I can’t return then....
  
"
5.0 out of 5 stars,"







  
  
    PERFECT GIFT FOR MY NEPHEW!
  
"
5.0 out of 5 stars,"







  
  
    M grandson was estatic about his cards and was thrilled there were some special cards in each pack.
  
"
5.0 out of 5 stars,"







  
  
    Kids love these cards. They were pleased to get them and it saved me a trip to Walmart.
  
"
1.0 out of 5 stars,"







  
  
    I received a empty package! No cards, just empty.
  
"
5.0 out of 5 stars,"







  
  
    My 8 year old LOVED these!!
  
"
5.0 out of 5 stars,"







  
  
    Exactly what I was looking for! Cards came in crisp and unbent! I even pulled a hyper rare from one!
  
"
1.0 out of 5 stars,"







  
  
    Clearly resealed at least the cards weren’t bent though
  
"
1.0 out of 5 stars,"







  
  
    I got order and only received one pack of carda when the order is for 3. How would i see about getting the other 2 packs?
  
"
5.0 out of 5 stars,"







  
  
    Good buy
  
"
1.0 out of 5 stars,"







  
  
    I pulled all reverse Holos out of 28 packs!!! I’m furious do not buy terrible seller
  
"
1.0 out of 5 stars,"







  
  
    Fake and resealed
  
"
1.0 out of 5 stars,"







  
  
    Fake cards. Noticed an issue before even opening a pack.
  
"
5.0 out of 5 stars,"







  
  
    Grandson loves his pokeman cards
  
"
1.0 out of 5 stars,"







  
  
    Purchased this for my son who was completely disappointed. Very misleading as to what you’re getting.
  
"
5.0 out of 5 stars,"







  
  
    It’s lit
  
"
1.0 out of 5 stars,"







  
  
    It had nothing good in it at all
  
"
5.0 out of 5 stars,"







  
  
    These were a gift for my son - he loved them!!
  
"
5.0 out of 5 stars,"







  
  
    Badass backpacks
  
"
5.0 out of 5 stars,"







  
  
    Pulled some pretty good cards
  
"
4.0 out of 5 stars,"







  
  
    Bought two sets of 3. Both sets had an Evolutions, Breakpoint and Fates Collide. First set of 3 I got a Holo Zapdos 42/108 , Holo Mew 29/124, and a Mega Gyarados 27/122. Second set of 3 I only got a  Holo Aegislash 62/122
  
"
5.0 out of 5 stars,"







  
  
    Pulled reverse rare Gyarados, Holo mismagius, and EX Mega slowbro.
  
"
5.0 out of 5 stars,"







  
  
    was a  gift, no problems.
  
"
1.0 out of 5 stars,"







  
  
    These cards are a scam, the packs were resealed.
  
"
1.0 out of 5 stars,"







  
  
    Resealed Cards, don't buy it
  
"
1.0 out of 5 stars,"







  
  
    Bait and switch. Pictures of xy but will send cheapest packs. Do not be fooled.
  
"
5.0 out of 5 stars,"







  
  
    My Grandson says YES
  
"
1.0 out of 5 stars,"







  
  
    Cards are real, but packs are resealed. Even my 7 year old noticed the glue dot in the package  immediately. Do not do business with this group! I wish Amazon had a way to report fraud.
  
"
4.0 out of 5 stars,"







  
  
    Child who received the present loved it.
  
"
5.0 out of 5 stars,"







  
  
    This is a birthday present for my great grandson, so I haven't given them yet.
  
"
3.0 out of 5 stars,"







  
  
    I bought the ""3 Random Packs"" from VGMX and was somewhat disappointed at first. The first time I ordered 3 random packs (probably 4 or so years ago) I got an old fossil pack and two other random packs. I bought again (three orders) about 6 months ago and each order were the same three different packs with some decent pulls. I ordered from VGMX to change it up and what I received was just a blister pack of 3 Ancient Origins packs and a Mega Rayquaza pin. For the money this was definitely worth it but that wasn't what I was hoping for. Out of the three packs I did pull a Full Art Sceptile EX which out of the two booster boxes of the set that I got, I did not have yet. Happy about the pull, happy about the price, but not what I was hoping for. I will buy again from this seller to see if I get something different and also try out other sellers. Will update this when that happens...
  
"
5.0 out of 5 stars,"







  
  
    Love them
  
"
2.0 out of 5 stars,"







  
  
    Never got my third pack but I’m not the type to make a scene so it’s fine I guess
  
"
5.0 out of 5 stars,"







  
  
    My son enjoys them very much.
  
"
1.0 out of 5 stars,"







  
  
    The product has been resealed. Save your money guys.  Packets are different lengths. Because looks like top has been opened. The. Resealed
  
"
2.0 out of 5 stars,"







  
  
    ive seen alot of bad reviews saying its reseald and non authentic and i already ordered it without checking reviews
  
"
5.0 out of 5 stars,"







  
  
    My 6-year old grandson was thrilled with the 3-pack set of Pokemon cards for his birthday.
  
"
5.0 out of 5 stars,"







  
  
    This was a stocking stuffer for my 8 year old daughter. She loved them. Good price and good variety.
  
"
5.0 out of 5 stars,"







  
  
    Nic loves them
  
"
3.0 out of 5 stars,"







  
  
    It's pokemon cards...
  
"
5.0 out of 5 stars,"







  
  
    My 9 year old loved them! Would buy again
  
"
1.0 out of 5 stars,"







  
  
    It is clearly a scam I got no good cards waist of money!!!!
  
"
5.0 out of 5 stars,"







  
  
    Gift
  
"
4.0 out of 5 stars,"







  
  
    My Grandson is really big into Pakemon right now...he loved these!
  
"
5.0 out of 5 stars,"







  
  
    If you're thinking of buying, do it. Will buy these again!
  
"
5.0 out of 5 stars,"







  
  
    Really decent pay for the three packs. Amazing for gifting! Even came in earlier than i imagined! No problems from me!
  
"
3.0 out of 5 stars,"







  
  
    This is a cheap way to get booster packs but I don't like how it advertises older packs but you only get packs from newer sets
  
"
1.0 out of 5 stars,"







  
  
    It is a total waste of money. Other than the fact that almost everyone can say they were tampered with. It took more than a month after the package was due to come.
  
"
5.0 out of 5 stars,"







  
  
    Big hit
  
"
5.0 out of 5 stars,"







  
  
    my grandson loved these.
  
"
5.0 out of 5 stars,"







  
  
    Perfect for my kids who don't necessarily play, but like having them.
  
"
5.0 out of 5 stars,"







  
  
    My granddaughter was overjoyed !
  
"
5.0 out of 5 stars,"







  
  
    Bought for grandson for easter
  
"
4.0 out of 5 stars,"







  
  
    My son is happy with them except he says he only got 1 EX.
  
"
1.0 out of 5 stars,"







  
  
    Did not get what this company advertised
  
"
4.0 out of 5 stars,"







  
  
    My grandsons were happy with them.
  
"
5.0 out of 5 stars,"







  
  
    Very happy
  
"
5.0 out of 5 stars,"







  
  
    it was what I expected
  
"
5.0 out of 5 stars,"







  
  
    Grandson loved them
  
"
1.0 out of 5 stars,"







  
  
    The product description said 30 cards. I only received 18 cards total. 1- ten pack and 2-four packs. Very disappointed. No way to contact seller or return.
  
"
1.0 out of 5 stars,"







  
  
    Bought a total of 6 packs none of which had anything in them. In 6 packs the odds of atleast getting 1 regular holo would be an average pull rate. All 6 where non holo rares which is highly suspicious.
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
1.0 out of 5 stars,"







  
  
    FALSE ADVERTISEMENT.GOT ALL DARKNESS ABLAZE PACKS
  
"
5.0 out of 5 stars,"







  
  
    Did not get one duplicate and so my son was very happy!
  
"
5.0 out of 5 stars,"







  
  
    Kids liked these and found that there were some good cards in them.
  
"
5.0 out of 5 stars,"







  
  
    Grandson liked it.
  
"
5.0 out of 5 stars,"







  
  
    So I ordered this with caution upon seeing some of the other reviews and decided on only one set. ""The Eclectic Shopper"" filled the order. To my surprise they were Black and White: Legendary Treasures, XY and XY:Flashfire boosters packs. I did pull a Full Art Reshiram but otherwise the rest of the rares were non-holos. I'd recommend this to some one who likes grab bags because it's comparable to going to Walmart or Target and just picking three packs. Now if you are trying to complete a set or looking for something specific, I would look else where. But if you are starting out or just want to try your luck, give it a shot.
  
"
5.0 out of 5 stars,"







  
  
    Got a rare card!!
  
"
5.0 out of 5 stars,"







  
  
    A perfect birthday present for my grandson and delivered right on the date.  Thank you.  He loved it.
  
"
5.0 out of 5 stars,"







  
  
    I don't get it buy my grandson loves trading these cards.
  
"
1.0 out of 5 stars,"







  
  
    No holo and the product isn’t returnable don’t buy this
  
"
5.0 out of 5 stars,"







  
  
    Grandchild gift he loved
  
"
5.0 out of 5 stars,"







  
  
    Grandchildren loved them. Nice variety
  
"
1.0 out of 5 stars,"







  
  
    Resealed packs idk why Amazon allow this DONT WASTE MONEY
  
"
5.0 out of 5 stars,"







  
  
    My friend/ neighbor loves these cards
  
"
5.0 out of 5 stars,"







  
  
    Great price
  
"
5.0 out of 5 stars,"







  
  
    kids loved them
  
"
4.0 out of 5 stars,"







  
  
    There were no duplicate cards.
  
"
4.0 out of 5 stars,"







  
  
    As expected, nothing else to be said...
  
"
1.0 out of 5 stars,"







  
  
    No pulls packs were weird looking and feeling resealed!
  
"
5.0 out of 5 stars,"







  
  
    Great cards!
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
4.0 out of 5 stars,"







  
  
    thay like it a lot
  
"
1.0 out of 5 stars,"







  
  
    Products are obviously revealed and many of the ones received are stained or bent. DONT BUY!
  
"
5.0 out of 5 stars,"







  
  
    Excellent
  
"
1.0 out of 5 stars,"







  
  
    All the packs were resealed..... do not buy!!!!
  
"
1.0 out of 5 stars,"







  
  
    I received 2 Booster Packs and 3 Blisters Pack. Missing one Booster pack.
  
"
5.0 out of 5 stars,"







  
  
    No surprises exactly what you expect
  
"
5.0 out of 5 stars,"







  
  
    The grandson was happy so I'm happy.
  
"
5.0 out of 5 stars,"







  
  
    Grandkids love them!
  
"
5.0 out of 5 stars,"







  
  
    Excellent for the kids. Got three packs from the B&W sets with no duplicates. This is an excellent value if you have anyone interested in them.Edit: As it turns out, the kids also got a rare care--some dragon that is apparently very powerful. Makes it an even better value! :)
  
"
5.0 out of 5 stars,"







  
  
    I was very happy to have received 2 different types of Diamond and Pearl booster packs. I was hoping to get at least one old booster pack and I'm glad all 3 were. They came on time and in perfect condition as well.
  
"
5.0 out of 5 stars,"







  
  
    Perfect for the young Pokémon collected!
  
"
5.0 out of 5 stars,"







  
  
    Exactly as described.  Great gift.
  
"
4.0 out of 5 stars,"







  
  
    All good
  
"
1.0 out of 5 stars,"







  
  
    So i thought I'd give this lot a try, see if I got any good pulls because it was from random pack and I don't like getting the same cards over and over. I bought 4 lots so 12 packs. Not a single ex or mega, these packs are obviously weighed, I saw other reviews figured I'd still give it a shot. Bad decision, whoever sells these or manages them pulls out the heavier packs for good cards. Don't waste your money.
  
"
5.0 out of 5 stars,"







  
  
    The kids claim the packs have great cards.  I wouldn't know, but they would!
  
"
1.0 out of 5 stars,"







  
  
    I only received one pack.
  
"
5.0 out of 5 stars,"







  
  
    Bought 6 packs and received many holos, 2 GX rare pokemon, and some other decent cards. Overall worth it for me in this instance.
  
"
1.0 out of 5 stars,"







  
  
    resealed
  
"
5.0 out of 5 stars,"







  
  
    Purchased for sons birthday, son was very happy.
  
"
5.0 out of 5 stars,"







  
  
    Nephew loved them
  
"
5.0 out of 5 stars,"







  
  
    Awesome!!!!
  
"
5.0 out of 5 stars,"







  
  
    Great cards ordered 2 got 6 packs as expected
  
"
1.0 out of 5 stars,"







  
  
    All error packs don't buy this!!!!
  
"
5.0 out of 5 stars,"







  
  
    Great cards! The seller is great also!
  
"
5.0 out of 5 stars,"







  
  
    Christmas gift for my Grandson, he seemed to like them.
  
"
5.0 out of 5 stars,"







  
  
    Came a few days early and they were all different packs. None were opened and I got some decent cards.
  
"
5.0 out of 5 stars,"







  
  
    N/A
  
"
5.0 out of 5 stars,"







  
  
    A great product and is worth the money.
  
"
5.0 out of 5 stars,"







  
  
    Grandson loves them.
  
"
5.0 out of 5 stars,"







  
  
    Awsome
  
"
1.0 out of 5 stars,"







  
  
    Only received 2 packs of 10 each game cards and should have received 3 packs of 10 each game cards
  
"
2.0 out of 5 stars,"







  
  
    Cards were not even in a package. Just loose cards.
  
"
5.0 out of 5 stars,"







  
  
    My son loves it!
  
"
5.0 out of 5 stars,"







  
  
    Great product!!
  
"
2.0 out of 5 stars,"







  
  
    Too many duplicates.
  
"
5.0 out of 5 stars,"







  
  
    Perfect gift.
  
"
5.0 out of 5 stars,"







  
  
    Great packs all legit not weighted at all pulled a silvally gx rainbow can’t wait to buy more
  
"
5.0 out of 5 stars,"







  
  
    Our grandsons, 6 and 9 really like them.
  
"
5.0 out of 5 stars,"







  
  
    Loved the cards!!  Will repeat buy.  I highly recommend.
  
"
1.0 out of 5 stars,"







  
  
    I’m either really unlucky or they were weighed, 6 packs and not even a holo
  
"
2.0 out of 5 stars,"







  
  
    They were obviously pre opened and the ex’s taken out
  
"
4.0 out of 5 stars,"







  
  
    This was great, out of three packs I got a seceret rare and a break just from two packs
  
"
4.0 out of 5 stars,"







  
  
    You're most likely going to get new packs, dont expect any rare or older packs.. And you can get two of The same pack, but they're legit I did get an EX from one of my packs
  
"
4.0 out of 5 stars,"







  
  
    very good
  
"
5.0 out of 5 stars,"







  
  
    As described.  Kids love it
  
"
5.0 out of 5 stars,"







  
  
    Fantastic
  
"
5.0 out of 5 stars,"







  
  
    So Fun. The kids love them.
  
"
4.0 out of 5 stars,"







  
  
    as described
  
"
5.0 out of 5 stars,"







  
  
    Great got a new ex dialga
  
"
5.0 out of 5 stars,"







  
  
    grandchild gift
  
"
5.0 out of 5 stars,"







  
  
    Good price save $5
  
"
5.0 out of 5 stars,"







  
  
    Grandson was happy to get this gift.
  
"
5.0 out of 5 stars,"







  
  
    Grandson loved them
  
"
5.0 out of 5 stars,"







  
  
    order came on time and my son was thrilled with the purchase!
  
"
4.0 out of 5 stars,"







  
  
    I like the 98 year ones too thanks
  
"
4.0 out of 5 stars,"







  
  
    it was worth a try and maybe againthe packs i got was blk and white noble victories, blk and white plasam storm,  blk and white next destinies.didnt really get any good pulls 2 non holo rares, 1 holo rare, 2 rare reverse and 1 conman reverse .
  
"
5.0 out of 5 stars,"







  
  
    grandkids loved them
  
"
5.0 out of 5 stars,"







  
  
    My granddaughter was thrilled!
  
"
5.0 out of 5 stars,"







  
  
    for my grandson he loves them
  
"
5.0 out of 5 stars,"







  
  
    My son loved these cards.
  
"
5.0 out of 5 stars,"







  
  
    Excellent value.  Grandkids loved them!
  
"
5.0 out of 5 stars,"







  
  
    Very nice -
  
"
5.0 out of 5 stars,"







  
  
    Product arrived on time and was as represented.
  
"
1.0 out of 5 stars,"







  
  
    Total rip off! Advertised as 30 cards, and I have 2 10 card boosters, and then 2 4 card extra packs!
  
"
1.0 out of 5 stars,"







  
  
    Bought 7 sets, so 21 packs, and no EX or anything like that which leads me to believe they were weighed. All were from XY Furious Fists, Flash Fire, and phantom Forces. Calling the packs random is a lie and the picture shown is deceiving. Not buying again, sadly.
  
"
5.0 out of 5 stars,"







  
  
    My granddaughter's Christmas present went over the best!
  
"
5.0 out of 5 stars,"







  
  
    Good price, Good value!
  
"
5.0 out of 5 stars,"







  
  
    This is a great buy if you're looking for something affordable with good quality cards. The cards in these packs have helped me build a deck that is so strong. I was able to defeat my boyfriend in a battle multiple times. I will be buying more, and will be buying other decks from this seller.
  
"
2.0 out of 5 stars,"







  
  
    Do not buy if you want packs that you can't get from target/ Walmart. All packs were from the xy set except one, which was a plasma freeze pack. Not very random in my opinion. If I wanted to get a bunch of flashfire packs I could go and buy them from a store without worrying about whether or not they are weighed prior to being sold. I do not know if that happens here, but I bought 9 packs and did  not even get a holo rare. I could just be unlucky, but something does feel fishy. Definitely will never buy again.
  
"
2.0 out of 5 stars,"







  
  
    Not sure if weighed... Didint pull any Ex or Holo Rares. Would try again but kind of a risky buy...
  
"
5.0 out of 5 stars,"







  
  
    Came as expected. Good buy for the little Pokemon lovers.
  
"
2.0 out of 5 stars,"







  
  
    I was expecting diamond and pearl sets but the oldest pack I got was xy base
  
"
5.0 out of 5 stars,"







  
  
    good deal
  
"
5.0 out of 5 stars,"







  
  
    As advertised, these are three packs of tradi g cards. I was concerned as to how recent, but tbe packs I recieved are all relatively new releases.
  
"
5.0 out of 5 stars,"







  
  
    Christmas gifts for great-granddaughter and great-grandson. They loved them!
  
"
5.0 out of 5 stars,"







  
  
    I purchase from the seller, Closeout Commodities. I received 1 Breakthrough pack and 2 Fates Collides packs. I pulled 2 EX Ultra Rares from the 3 packs. Very satisfied.
  
"
3.0 out of 5 stars,"







  
  
    Packs were weighted disappointing
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Good quick buy if youre looking for a cheap quick pack opening.
  
"
5.0 out of 5 stars,"







  
  
    Good value
  
"
1.0 out of 5 stars,"







  
  
    Bought multiple packs and got no holo's. These packs are clearly weighed. This can be verified by other sellers that write reviews.
  
"
4.0 out of 5 stars,"







  
  
    👌
  
"
5.0 out of 5 stars,"







  
  
    Thanks
  
"
3.0 out of 5 stars,"







  
  
    The picture definitely is misleading. I know it says random but I was expecting something a couple years older. I got XY, Flashfire, and Furious Fists. One packed seemed weighed but then I pulled a Xerneas EX!
  
"
5.0 out of 5 stars,"







  
  
    Thought they might be weighted but got a bunch for a birthday party and the kids were flipping out at the mega and ex's they got. I think I got better pulls than the case I bought previously at the card shop.
  
"
4.0 out of 5 stars,"







  
  
    Ordered 3 sets and got a Flash Fire, Furious Fists, and Phantom Forces in each, so 3 boosters of each set. Not really what I'd call random in that regard, but I did pull 3 EXs, so the packs are definitely not weighed, which is great!
  
"
5.0 out of 5 stars,"







  
  
    Yes, they were all recent packs (which was a bummer), but I got two EXs and a partial art Gyarados. So I can't complain. No evidence of pack weighing or opening.
  
"
1.0 out of 5 stars,"







  
  
    Three packs were supposed to be in this order. I received 1 pack.
  
"
4.0 out of 5 stars,"







  
  
    Not weighted, got good cards. Just wish I would've gotten random packs and not three of the same series.
  
"
2.0 out of 5 stars,"







  
  
    I ordered 3 sets of these and ended up with 3 packs of black and white and 6 EX series. Not a lot of variety at all honestly but still a better deal then buying them in stores I guess. Next time I'll try a different seller.
  
"
5.0 out of 5 stars,"







  
  
    Boosters received: 1 Fatal Collide, 1 Steam Seige, 1 Evolutions. Out of the three packs, I pulled 2 reverse holo cards, 1 holo/foil Break card, and 1 holo/textured EX (full art) card. My son was very pleased. Seller was ""Lotsofbundles"" and I can't vouch for card authenticity from another seller
  
"
1.0 out of 5 stars,"







  
  
    Reseald packs they looked real and they were but I got 5 cards in each pack and resealed packs
  
"
5.0 out of 5 stars,"







  
  
    I don't know much about pokemon cards but my nephew said these in particular are the good ones.
  
"
5.0 out of 5 stars,"







  
  
    WOW! I bought this on a whim not knowing if I would get anything I wanted. I got above and beyond what I was expecting. I got a HUGE mix of different packs. I bought 8 batches and I got 6 different types of packs. Incredible value. I will be buying this again and again in the future and plan to tell all of my pokemon friends about it! Couldn't have asked for more honestly.
  
"
5.0 out of 5 stars,"







  
  
    it had good ones
  
"
5.0 out of 5 stars,"







  
  
    Pleased
  
"
2.0 out of 5 stars,"







  
  
    Don't get these! I got nothing from these packs! They are only newer packs.
  
"
3.0 out of 5 stars,"







  
  
    Very disappointed overall not even a holo pull lol well last time I buy packs online
  
"
4.0 out of 5 stars,"







  
  
    The oldest pack i got was xy, however i did recieve one ultra rare so overall i was satisfied, i will be buying more in hopes of some older packs
  
"
5.0 out of 5 stars,"







  
  
    Nostalgia, Nostalgia, Nostalgia.I grew up collecting Pokemon cards and ordered these to add to my old collection. Was not displeased with what I received. They are indeed random packs, but are also real cards- I did not receive any fakes.
  
"
3.0 out of 5 stars,"







  
  
    packs are weighed dont buy got twelve packs and not even a holo
  
"
4.0 out of 5 stars,"







  
  
    My son liked them. They have a hologram card and random characters.
  
"
5.0 out of 5 stars,"







  
  
    Reignited my love for card opening. Got a couple diamond and pearl packs that I haven't opened since I was a kid and a plasma blast. I got a full art virizion and a holo sceptile. Also got reverse rare bibarel and uxie. Definitely not weighed.
  
"
1.0 out of 5 stars,"







  
  
    I ordered these for my son and when the package arrived it was empty. I’m extremely disappointed.
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Great price and varied selection!
  
"
2.0 out of 5 stars,"







  
  
    These packs are weighed.  I ordered 6 packs and not one holo rare.
  
"
5.0 out of 5 stars,"







  
  
    Bought these a month ago as a weekly reward for my son who is Autistic.  A pack or two a week.  He loved them so much I bought some more for his Easter basket.  A lot cheaper than the stores!
  
"
5.0 out of 5 stars,"







  
  
    This item is very good and I recommend it first the price is good the packs were and good condition and were not tampered with. I got 2 evolutions booster pack and a steam seige booster I got a hollow rare and a reverse rare. Good if you don't mind random packs.
  
"
5.0 out of 5 stars,"







  
  
    AWESOME!! I pulled 2 holographic cards 2 RARE reverse holos 1 ultra rare melowetta ex full art and ........ A SECRET RARE MEGA CHARIZARD EX ( Y ) !!!!! One of the best pack openings Ever !! I totally recommend this seller !! I got a variety of sets ( flash fire, XY , legendary treasures , and primal clash ) .I will define toy buy again ! In total I bough 3 ( 9 booster packs ) and the odds were great ! Thank you so much :DD
  
"
5.0 out of 5 stars,"







  
  
    Quick delivery and great packs. Found multiple holos and a Mewtwo EX.
  
"
5.0 out of 5 stars,"







  
  
    Got super good cards :)
  
"
1.0 out of 5 stars,"







  
  
    not a good buy
  
"
3.0 out of 5 stars,"







  
  
    Well, I figured these were weighted so my expectations were low but I needed a small purchase to push my order over $35 to get same day shipping. I opened these on my Pokemon TCG channel and got all non-holo rares. Could they have been weighted packs? (quite possibly) Or could I have just had bad pull luck? (quite possibly) The world may never know. I received all XY series packs: Ancient Origins, Breakpoint, & Furious Fists. Oh well, only $3/pack; how can I complain? I probably won't purchase again though.
  
"
5.0 out of 5 stars,"







  
  
    My kids loved receiving pokemon card packs.  They seemed happy with the characters that the received.  They were happy, so I am happy.
  
"
5.0 out of 5 stars,"







  
  
    Great pulls I got a Hoopa EX and other basic cards that I needed for my deck.
  
"
1.0 out of 5 stars,"







  
  
    Ordered a total of 12 packs. Came with 8 xy base packs and 4 flashfire packs. Kind of expected a better variety. No EX or Holo rares pulled! I routinely buy booster boxes so i know the pull rate on rares. The seller obviously weighs his packs. You're better off saving some money and just buy a box or blister packs to avoid weighed packs. WILL NOT BUY AGAIN!
  
"
5.0 out of 5 stars,"







  
  
    Exactly as expected!
  
"
3.0 out of 5 stars,"







  
  
    Decent price for how many packs you get. However I bought 3 orders so 9 packs in total, and didn't receive any older sets. Pretty disappointing.
  
"
5.0 out of 5 stars,"







  
  
    got a five dollar card out of it, meets all expectations.
  
"
3.0 out of 5 stars,"







  
  
    This is an okay buy. You will get one or two good cards, and the rest are just average. Not a bad purchase. Kids will like it.
  
"
3.0 out of 5 stars,"







  
  
    Shipping was fast and they are  as advertised, but I don't get Pokemon.  I guess my kids do and there is a huge market for this.Cards are good quality and probably worth it.  Until my kids grow out of it, I would buy again.
  
"
2.0 out of 5 stars,"







  
  
    Thought it was going to be a mix of different sets. Wrong. They were all the same. Kinda disappointed.
  
"
4.0 out of 5 stars,"







  
  
    Expecting at least one old pack! But only the newer sets! For sure I'm going to get it again but hoping for older packs! Only reason it's four star is I got an EX!
  
"
5.0 out of 5 stars,"







  
  
    I got three random packs and that is what I expected. Nothing more and nothing less. I even think they were pretty much the one's in the picture too, but don't count on that.
  
"
3.0 out of 5 stars,"







  
  
    Happy I got two different pins, no good pulls though.
  
"
5.0 out of 5 stars,"







  
  
    Bought these for our grandaughter. she loved them! Honestly,do not know much about Pokemon cards but in good condition and she got some she had been looking for
  
"
5.0 out of 5 stars,"







  
  
    I purchased 5 of the random 3 packs and was very pleased with the selection. Of the 15 boosters I received only 2 were duplicates. I am a player as well as a collector, so It's nice to be able to get 3 random packs for only a dollar more than the one of the current gen boosters.Anyways, it's a real bargain and I've already placed an order for several more.
  
"
4.0 out of 5 stars,"







  
  
    I ordered this believing that it was literally 3 packs from random sets , I received 3 packs of XY flash fires , immediately I put this at a 3 stars but I gave it an extra star because I had really good pulls from the packs , I most likely won't order this again seeing how I already had that set completed. If it had been 3 different sets I'd order them again in a heartbeat.
  
"
5.0 out of 5 stars,"







  
  
    Very satisfied with my Cards. Great Sellers. Thank you
  
"
5.0 out of 5 stars,"







  
  
    Had great pulls from each pack I received. Definitely a nostalgia trip as well!
  
"
1.0 out of 5 stars,"







  
  
    I ordered 5 of these 3 random booster pack sets so 15 packs total. I ordered 2 from all star games and 3 from another carrier for variety. Only got the newer and less valued X&Y packs, only pulled ONE ultra rare from 15 packs. And the ultra rare was from the first 6 packs so the second carrier weighed their packs. Very disappointed. Not buying anything from Amazon again.
  
"
5.0 out of 5 stars,"







  
  
    There's no reason for you to not buy! I received 3 Random packs and got some nice cards!
  
"
4.0 out of 5 stars,"







  
  
    There really is not much I can say about these cards. They are what I expected them to be, and they arrived in a timely manner.
  
"
5.0 out of 5 stars,"







  
  
    Niece and Nephew loved them. Nephew got a rare card that he was excited about. My BIL told me they weren't weighted. I would buy these again for them.
  
"
1.0 out of 5 stars,"







  
  
    The Packs Were Weighed and had wrong number of cards in them.... HORRIBLE
  
"
5.0 out of 5 stars,"







  
  
    I purchased these for my son who loves Pokemon.First thing the shipping was very fast.The box the cards were shipped in wasa sturdy, no damage or bending to the packs.
  
"
3.0 out of 5 stars,"







  
  
    Actually got my cards and one of my packs had a bend accross it and they were all new sets. was hoping for older atleast one.The main problem was the bend
  
"
